"서울ㆍ인천ㆍ경기도":"서울":"A02":"2020-07-19 00:00":"흐림":"22":"28":"40"
"광주ㆍ전라남도":"나주":"A01":"2020-07-26 00:00":"흐리고 비":"22":"28":"70"
"전라북도":"전주":"A02":"2020-07-19 00:00":"흐림":"21":"29":"40"
"전라북도":"전주":"A02":"2020-07-19 12:00":"흐리고 비":"21":"29":"60"
"전라북도":"전주":"A02":"2020-07-20 00:00":"흐리고 비":"25":"29":"70"
"전라북도":"전주":"A02":"2020-07-20 12:00":"흐리고 비":"25":"29":"90"
"전라북도":"전주":"A02":"2020-07-21 00:00":"흐리고 비":"24":"30":"70"
"전라북도":"전주":"A02":"2020-07-21 12:00":"흐리고 비":"24":"30":"60"
"전라북도":"전주":"A02":"2020-07-22 00:00":"흐림":"23":"29":"40"
"전라북도":"전주":"A02":"2020-07-22 12:00":"흐림":"23":"29":"40"
"전라북도":"전주":"A02":"2020-07-23 00:00":"흐리고 비":"22":"28":"70"
"전라북도":"전주":"A02":"2020-07-23 12:00":"흐리고 비":"22":"28":"80"
"전라북도":"전주":"A01":"2020-07-24 00:00":"흐리고 비":"22":"29":"70"
"전라북도":"전주":"A01":"2020-07-25 00:00":"흐리고 비":"22":"29":"70"
"전라북도":"전주":"A01":"2020-07-26 00:00":"흐리고 비":"23":"29":"60"
"전라북도":"군산":"A02":"2020-07-19 00:00":"흐림":"21":"28":"40"
"전라북도":"군산":"A02":"2020-07-19 12:00":"흐리고 비":"21":"28":"60"
"전라북도":"군산":"A02":"2020-07-20 00:00":"흐리고 비":"24":"28":"70"
"전라북도":"군산":"A02":"2020-07-20 12:00":"흐리고 비":"24":"28":"90"
"전라북도":"군산":"A02":"2020-07-21 00:00":"흐리고 비":"23":"27":"70"
"전라북도":"군산":"A02":"2020-07-21 12:00":"흐리고 비":"23":"27":"60"
"전라북도":"군산":"A02":"2020-07-22 00:00":"흐림":"22":"28":"40"
"전라북도":"군산":"A02":"2020-07-22 12:00":"흐림":"22":"28":"40"
"전라북도":"군산":"A02":"2020-07-23 00:00":"흐리고 비":"21":"27":"70"
"전라북도":"군산":"A02":"2020-07-23 12:00":"흐리고 비":"21":"27":"80"
"전라북도":"군산":"A01":"2020-07-24 00:00":"흐리고 비":"21":"28":"70"
"전라북도":"군산":"A01":"2020-07-25 00:00":"흐리고 비":"21":"27":"70"
"전라북도":"군산":"A01":"2020-07-26 00:00":"흐리고 비":"22":"28":"60"
"전라북도":"정읍":"A02":"2020-07-19 00:00":"흐림":"21":"28":"40"
"전라북도":"정읍":"A02":"2020-07-19 12:00":"흐리고 비":"21":"28":"60"
"전라북도":"정읍":"A02":"2020-07-20 00:00":"흐리고 비":"24":"29":"70"
"전라북도":"정읍":"A02":"2020-07-20 12:00":"흐리고 비":"24":"29":"90"
"전라북도":"정읍":"A02":"2020-07-21 00:00":"흐리고 비":"23":"30":"70"
"전라북도":"정읍":"A02":"2020-07-21 12:00":"흐리고 비":"23":"30":"60"
"전라북도":"정읍":"A02":"2020-07-22 00:00":"흐림":"22":"29":"40"
"전라북도":"정읍":"A02":"2020-07-22 12:00":"흐림":"22":"29":"40"
"전라북도":"정읍":"A02":"2020-07-23 00:00":"흐리고 비":"22":"28":"70"
"전라북도":"정읍":"A02":"2020-07-23 12:00":"흐리고 비":"22":"28":"80"
"전라북도":"정읍":"A01":"2020-07-24 00:00":"흐리고 비":"21":"29":"70"
"전라북도":"정읍":"A01":"2020-07-25 00:00":"흐리고 비":"22":"29":"70"
"전라북도":"정읍":"A01":"2020-07-26 00:00":"흐리고 비":"22":"28":"60"
"전라북도":"남원":"A02":"2020-07-19 00:00":"흐림":"21":"28":"40"
"전라북도":"남원":"A02":"2020-07-19 12:00":"흐리고 비":"21":"28":"60"
"전라북도":"남원":"A02":"2020-07-20 00:00":"흐리고 비":"23":"29":"70"
"전라북도":"남원":"A02":"2020-07-20 12:00":"흐리고 비":"23":"29":"90"
"전라북도":"남원":"A02":"2020-07-21 00:00":"흐리고 비":"22":"30":"70"
"전라북도":"남원":"A02":"2020-07-21 12:00":"흐리고 비":"22":"30":"60"
"전라북도":"남원":"A02":"2020-07-22 00:00":"흐림":"21":"29":"40"
"전라북도":"남원":"A02":"2020-07-22 12:00":"흐림":"21":"29":"40"
"전라북도":"남원":"A02":"2020-07-23 00:00":"흐리고 비":"21":"28":"70"
"전라북도":"남원":"A02":"2020-07-23 12:00":"흐리고 비":"21":"28":"80"
"전라북도":"남원":"A01":"2020-07-24 00:00":"흐리고 비":"20":"29":"70"
"전라북도":"남원":"A01":"2020-07-25 00:00":"흐리고 비":"21":"29":"70"
"전라북도":"남원":"A01":"2020-07-26 00:00":"흐리고 비":"22":"29":"60"
"전라북도":"고창":"A02":"2020-07-19 00:00":"흐림":"22":"27":"40"
"전라북도":"고창":"A02":"2020-07-19 12:00":"흐리고 비":"22":"27":"60"
"전라북도":"고창":"A02":"2020-07-20 00:00":"흐리고 비":"24":"27":"70"
"전라북도":"고창":"A02":"2020-07-20 12:00":"흐리고 비":"24":"27":"90"
"전라북도":"고창":"A02":"2020-07-21 00:00":"흐리고 비":"23":"28":"70"
"전라북도":"고창":"A02":"2020-07-21 12:00":"흐리고 비":"23":"28":"60"
"전라북도":"고창":"A02":"2020-07-22 00:00":"흐림":"21":"27":"40"
"전라북도":"고창":"A02":"2020-07-22 12:00":"흐림":"21":"27":"40"
"전라북도":"고창":"A02":"2020-07-23 00:00":"흐리고 비":"21":"26":"70"
"전라북도":"고창":"A02":"2020-07-23 12:00":"흐리고 비":"21":"26":"80"
"전라북도":"고창":"A01":"2020-07-24 00:00":"흐리고 비":"21":"27":"70"
"전라북도":"고창":"A01":"2020-07-25 00:00":"흐리고 비":"21":"26":"70"
"전라북도":"고창":"A01":"2020-07-26 00:00":"흐리고 비":"21":"27":"60"
"전라북도":"무주":"A02":"2020-07-19 00:00":"흐림":"19":"28":"40"
"전라북도":"무주":"A02":"2020-07-19 12:00":"흐리고 비":"19":"28":"60"
"전라북도":"무주":"A02":"2020-07-20 00:00":"흐리고 비":"23":"30":"70"
"전라북도":"무주":"A02":"2020-07-20 12:00":"흐리고 비":"23":"30":"90"
"전라북도":"무주":"A02":"2020-07-21 00:00":"흐리고 비":"21":"30":"70"
"전라북도":"무주":"A02":"2020-07-21 12:00":"흐리고 비":"21":"30":"60"
"전라북도":"무주":"A02":"2020-07-22 00:00":"흐림":"20":"29":"40"
"전라북도":"무주":"A02":"2020-07-22 12:00":"흐림":"20":"29":"40"
"전라북도":"무주":"A02":"2020-07-23 00:00":"흐리고 비":"20":"27":"70"
"전라북도":"무주":"A02":"2020-07-23 12:00":"흐리고 비":"20":"27":"80"
"전라북도":"무주":"A01":"2020-07-24 00:00":"흐리고 비":"19":"28":"70"
"전라북도":"무주":"A01":"2020-07-25 00:00":"흐리고 비":"19":"29":"70"
"전라북도":"무주":"A01":"2020-07-26 00:00":"흐리고 비":"21":"29":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-19 00:00":"흐림":"20":"26":"40"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-19 12:00":"흐리고 비":"20":"26":"80"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-20 00:00":"흐리고 비":"23":"27":"90"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-20 12:00":"흐리고 비":"23":"27":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-21 00:00":"흐리고 비":"23":"28":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-21 12:00":"구름많음":"23":"28":"30"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-22 00:00":"흐림":"22":"26":"40"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-22 12:00":"흐림":"22":"26":"40"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-23 00:00":"흐리고 비":"21":"26":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A02":"2020-07-23 12:00":"흐리고 비":"21":"26":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A01":"2020-07-24 00:00":"흐리고 비":"21":"26":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A01":"2020-07-25 00:00":"흐리고 비":"21":"26":"60"
"부산ㆍ울산ㆍ경상남도":"부산":"A01":"2020-07-26 00:00":"흐림":"22":"27":"40"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-19 00:00":"흐림":"20":"26":"40"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-19 12:00":"흐리고 비":"20":"26":"80"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-20 00:00":"흐리고 비":"23":"30":"90"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-20 12:00":"흐리고 비":"23":"30":"60"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-21 00:00":"흐리고 비":"23":"30":"60"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-21 12:00":"구름많음":"23":"30":"30"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-22 00:00":"흐림":"22":"29":"40"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-22 12:00":"흐림":"22":"29":"40"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-23 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"울산":"A02":"2020-07-23 12:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"울산":"A01":"2020-07-24 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"울산":"A01":"2020-07-25 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"울산":"A01":"2020-07-26 00:00":"흐림":"22":"28":"40"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-19 00:00":"흐림":"20":"26":"40"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-19 12:00":"흐리고 비":"20":"26":"80"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-20 00:00":"흐리고 비":"24":"29":"90"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-20 12:00":"흐리고 비":"24":"29":"60"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-21 00:00":"흐리고 비":"23":"30":"60"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-21 12:00":"구름많음":"23":"30":"30"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-22 00:00":"흐림":"22":"28":"40"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-22 12:00":"흐림":"22":"28":"40"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-23 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"창원":"A02":"2020-07-23 12:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"창원":"A01":"2020-07-24 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"창원":"A01":"2020-07-25 00:00":"흐리고 비":"21":"28":"60"
"부산ㆍ울산ㆍ경상남도":"창원":"A01":"2020-07-26 00:00":"흐림":"22":"28":"40"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-19 00:00":"흐림":"20":"26":"40"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-19 12:00":"흐리고 비":"20":"26":"80"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-20 00:00":"흐리고 비":"24":"29":"90"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-20 12:00":"흐리고 비":"24":"29":"60"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-21 00:00":"흐리고 비":"22":"31":"60"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-21 12:00":"구름많음":"22":"31":"30"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-22 00:00":"흐림":"21":"29":"40"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-22 12:00":"흐림":"21":"29":"40"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-23 00:00":"흐리고 비":"21":"28":"60"
"부산ㆍ울산ㆍ경상남도":"진주":"A02":"2020-07-23 12:00":"흐리고 비":"21":"28":"60"
"부산ㆍ울산ㆍ경상남도":"진주":"A01":"2020-07-24 00:00":"흐리고 비":"21":"28":"60"
"부산ㆍ울산ㆍ경상남도":"진주":"A01":"2020-07-25 00:00":"흐리고 비":"21":"28":"60"
"부산ㆍ울산ㆍ경상남도":"진주":"A01":"2020-07-26 00:00":"흐림":"22":"29":"40"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-19 00:00":"흐림":"19":"26":"40"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-19 12:00":"흐리고 비":"19":"26":"80"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-20 00:00":"흐리고 비":"23":"30":"90"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-20 12:00":"흐리고 비":"23":"30":"60"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-21 00:00":"흐리고 비":"21":"31":"60"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-21 12:00":"구름많음":"21":"31":"30"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-22 00:00":"흐림":"20":"29":"40"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-22 12:00":"흐림":"20":"29":"40"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-23 00:00":"흐리고 비":"20":"28":"60"
"부산ㆍ울산ㆍ경상남도":"거창":"A02":"2020-07-23 12:00":"흐리고 비":"20":"28":"60"
"부산ㆍ울산ㆍ경상남도":"거창":"A01":"2020-07-24 00:00":"흐리고 비":"20":"28":"60"
"부산ㆍ울산ㆍ경상남도":"거창":"A01":"2020-07-25 00:00":"흐리고 비":"21":"29":"60"
"부산ㆍ울산ㆍ경상남도":"거창":"A01":"2020-07-26 00:00":"흐림":"21":"28":"40"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-19 00:00":"흐림":"21":"26":"40"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-19 12:00":"흐리고 비":"21":"26":"80"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-20 00:00":"흐리고 비":"23":"27":"90"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-20 12:00":"흐리고 비":"23":"27":"60"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-21 00:00":"흐리고 비":"22":"27":"60"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-21 12:00":"구름많음":"22":"27":"30"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-22 00:00":"흐림":"22":"27":"40"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-22 12:00":"흐림":"22":"27":"40"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-23 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"통영":"A02":"2020-07-23 12:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"통영":"A01":"2020-07-24 00:00":"흐리고 비":"21":"27":"60"
"부산ㆍ울산ㆍ경상남도":"통영":"A01":"2020-07-25 00:00":"흐리고 비":"21":"28":"60"
"부산ㆍ울산ㆍ경상남도":"통영":"A01":"2020-07-26 00:00":"흐림":"22":"28":"40"
"대구ㆍ경상북도":"대구":"A02":"2020-07-19 00:00":"흐림":"20":"29":"40"
"대구ㆍ경상북도":"대구":"A02":"2020-07-19 12:00":"흐리고 비":"20":"29":"70"
"대구ㆍ경상북도":"대구":"A02":"2020-07-20 00:00":"흐리고 비":"24":"29":"60"
"대구ㆍ경상북도":"대구":"A02":"2020-07-20 12:00":"흐리고 비":"24":"29":"60"
"대구ㆍ경상북도":"대구":"A02":"2020-07-21 00:00":"흐리고 비":"24":"29":"60"
"대구ㆍ경상북도":"대구":"A02":"2020-07-21 12:00":"흐리고 비":"24":"29":"60"
"대구ㆍ경상북도":"대구":"A02":"2020-07-22 00:00":"흐림":"23":"30":"40"
"대구ㆍ경상북도":"대구":"A02":"2020-07-22 12:00":"흐림":"23":"30":"40"
"대구ㆍ경상북도":"대구":"A02":"2020-07-23 00:00":"흐리고 비":"22":"29":"60"
"대구ㆍ경상북도":"대구":"A02":"2020-07-23 12:00":"흐리고 비":"22":"29":"70"
"대구ㆍ경상북도":"대구":"A01":"2020-07-24 00:00":"흐리고 비":"21":"29":"70"
"대구ㆍ경상북도":"대구":"A01":"2020-07-25 00:00":"흐리고 비":"22":"29":"60"
"대구ㆍ경상북도":"대구":"A01":"2020-07-26 00:00":"흐리고 비":"23":"29":"60"
"대구ㆍ경상북도":"안동":"A02":"2020-07-19 00:00":"흐림":"18":"27":"40"
"대구ㆍ경상북도":"안동":"A02":"2020-07-19 12:00":"흐리고 비":"18":"27":"70"
"대구ㆍ경상북도":"안동":"A02":"2020-07-20 00:00":"흐리고 비":"23":"29":"60"
"대구ㆍ경상북도":"안동":"A02":"2020-07-20 12:00":"흐리고 비":"23":"29":"60"
"대구ㆍ경상북도":"안동":"A02":"2020-07-21 00:00":"흐리고 비":"22":"29":"60"
"대구ㆍ경상북도":"안동":"A02":"2020-07-21 12:00":"흐리고 비":"22":"29":"60"
"대구ㆍ경상북도":"안동":"A02":"2020-07-22 00:00":"흐림":"21":"30":"40"
"대구ㆍ경상북도":"안동":"A02":"2020-07-22 12:00":"흐림":"21":"30":"40"
"대구ㆍ경상북도":"안동":"A02":"2020-07-23 00:00":"흐리고 비":"20":"29":"60"
"대구ㆍ경상북도":"안동":"A02":"2020-07-23 12:00":"흐리고 비":"20":"29":"70"
"대구ㆍ경상북도":"안동":"A01":"2020-07-24 00:00":"흐리고 비":"20":"29":"70"
"대구ㆍ경상북도":"안동":"A01":"2020-07-25 00:00":"흐리고 비":"20":"29":"60"
"대구ㆍ경상북도":"안동":"A01":"2020-07-26 00:00":"흐리고 비":"21":"29":"60"
"대구ㆍ경상북도":"포항":"A02":"2020-07-19 00:00":"흐림":"20":"25":"40"
"대구ㆍ경상북도":"포항":"A02":"2020-07-19 12:00":"흐리고 비":"20":"25":"70"
"대구ㆍ경상북도":"포항":"A02":"2020-07-20 00:00":"흐리고 비":"24":"28":"60"
"대구ㆍ경상북도":"포항":"A02":"2020-07-20 12:00":"흐리고 비":"24":"28":"60"
"대구ㆍ경상북도":"포항":"A02":"2020-07-21 00:00":"흐리고 비":"24":"28":"60"
"대구ㆍ경상북도":"포항":"A02":"2020-07-21 12:00":"흐리고 비":"24":"28":"60"
"대구ㆍ경상북도":"포항":"A02":"2020-07-22 00:00":"흐림":"23":"29":"40"
"대구ㆍ경상북도":"포항":"A02":"2020-07-22 12:00":"흐림":"23":"29":"40"
"대구ㆍ경상북도":"포항":"A02":"2020-07-23 00:00":"흐리고 비":"22":"28":"60"
"대구ㆍ경상북도":"포항":"A02":"2020-07-23 12:00":"흐리고 비":"22":"28":"70"
"대구ㆍ경상북도":"포항":"A01":"2020-07-24 00:00":"흐리고 비":"21":"27":"70"
"대구ㆍ경상북도":"포항":"A01":"2020-07-25 00:00":"흐리고 비":"22":"27":"60"
"대구ㆍ경상북도":"포항":"A01":"2020-07-26 00:00":"흐리고 비":"22":"27":"60"
"대구ㆍ경상북도":"경주":"A02":"2020-07-19 00:00":"흐림":"19":"26":"40"
"대구ㆍ경상북도":"경주":"A02":"2020-07-19 12:00":"흐리고 비":"19":"26":"70"
"대구ㆍ경상북도":"경주":"A02":"2020-07-20 00:00":"흐리고 비":"23":"29":"60"
"대구ㆍ경상북도":"경주":"A02":"2020-07-20 12:00":"흐리고 비":"23":"29":"60"
"대구ㆍ경상북도":"경주":"A02":"2020-07-21 00:00":"흐리고 비":"22":"29":"60"
"대구ㆍ경상북도":"경주":"A02":"2020-07-21 12:00":"흐리고 비":"22":"29":"60"
"대구ㆍ경상북도":"경주":"A02":"2020-07-22 00:00":"흐림":"21":"30":"40"
"대구ㆍ경상북도":"경주":"A02":"2020-07-22 12:00":"흐림":"21":"30":"40"
"대구ㆍ경상북도":"경주":"A02":"2020-07-23 00:00":"흐리고 비":"21":"28":"60"
"대구ㆍ경상북도":"경주":"A02":"2020-07-23 12:00":"흐리고 비":"21":"28":"70"
"대구ㆍ경상북도":"경주":"A01":"2020-07-24 00:00":"흐리고 비":"20":"28":"70"
"대구ㆍ경상북도":"경주":"A01":"2020-07-25 00:00":"흐리고 비":"20":"29":"60"
"대구ㆍ경상북도":"경주":"A01":"2020-07-26 00:00":"흐리고 비":"21":"29":"60"
"대구ㆍ경상북도":"울진":"A02":"2020-07-19 00:00":"흐림":"18":"24":"40"
"대구ㆍ경상북도":"울진":"A02":"2020-07-19 12:00":"흐리고 비":"18":"24":"70"
"대구ㆍ경상북도":"울진":"A02":"2020-07-20 00:00":"흐리고 비":"22":"28":"60"
"대구ㆍ경상북도":"울진":"A02":"2020-07-20 12:00":"흐리고 비":"22":"28":"60"
"대구ㆍ경상북도":"울진":"A02":"2020-07-21 00:00":"흐리고 비":"22":"28":"60"
"대구ㆍ경상북도":"울진":"A02":"2020-07-21 12:00":"흐리고 비":"22":"28":"60"
"대구ㆍ경상북도":"울진":"A02":"2020-07-22 00:00":"흐림":"21":"27":"40"
"대구ㆍ경상북도":"울진":"A02":"2020-07-22 12:00":"흐림":"21":"27":"40"
"대구ㆍ경상북도":"울진":"A02":"2020-07-23 00:00":"흐리고 비":"20":"26":"60"
"대구ㆍ경상북도":"울진":"A02":"2020-07-23 12:00":"흐리고 비":"20":"26":"70"
"대구ㆍ경상북도":"울진":"A01":"2020-07-24 00:00":"흐리고 비":"20":"26":"70"
"대구ㆍ경상북도":"울진":"A01":"2020-07-25 00:00":"흐리고 비":"20":"25":"60"
"대구ㆍ경상북도":"울진":"A01":"2020-07-26 00:00":"흐리고 비":"20":"26":"60"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-19 00:00":"흐림":"19":"23":"40"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-19 12:00":"흐리고 비":"19":"23":"70"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-20 00:00":"흐리고 비":"21":"26":"60"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-20 12:00":"흐리고 비":"21":"26":"60"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-21 00:00":"흐리고 비":"22":"26":"60"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-21 12:00":"흐리고 비":"22":"26":"60"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-22 00:00":"흐림":"21":"26":"40"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-22 12:00":"흐림":"21":"26":"40"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-23 00:00":"흐리고 비":"20":"25":"60"
"대구ㆍ경상북도":"울릉도":"A02":"2020-07-23 12:00":"흐리고 비":"20":"25":"70"
"대구ㆍ경상북도":"울릉도":"A01":"2020-07-24 00:00":"흐리고 비":"20":"24":"70"
"대구ㆍ경상북도":"울릉도":"A01":"2020-07-25 00:00":"흐리고 비":"20":"24":"60"
"대구ㆍ경상북도":"울릉도":"A01":"2020-07-26 00:00":"흐리고 비":"20":"25":"60"
"제주도":"제주":"A02":"2020-07-19 00:00":"흐리고 비":"24":"31":"80"
"제주도":"제주":"A02":"2020-07-19 12:00":"흐리고 비":"24":"31":"60"
"제주도":"제주":"A02":"2020-07-20 00:00":"구름많고 비":"26":"32":"60"
"제주도":"제주":"A02":"2020-07-20 12:00":"구름많고 비":"26":"32":"60"
"제주도":"제주":"A02":"2020-07-21 00:00":"흐림":"25":"30":"40"
"제주도":"제주":"A02":"2020-07-21 12:00":"흐림":"25":"30":"40"
"제주도":"제주":"A02":"2020-07-22 00:00":"흐림":"24":"29":"40"
"제주도":"제주":"A02":"2020-07-22 12:00":"구름많음":"24":"29":"30"
"제주도":"제주":"A02":"2020-07-23 00:00":"흐리고 비":"24":"29":"60"
"제주도":"제주":"A02":"2020-07-23 12:00":"흐리고 비":"24":"29":"60"
"제주도":"제주":"A01":"2020-07-24 00:00":"흐리고 비":"24":"29":"60"
"제주도":"제주":"A01":"2020-07-25 00:00":"흐리고 비":"24":"29":"60"
"제주도":"제주":"A01":"2020-07-26 00:00":"흐리고 비":"25":"29":"60"
"제주도":"서귀포":"A02":"2020-07-19 00:00":"흐리고 비":"24":"28":"80"
"제주도":"서귀포":"A02":"2020-07-19 12:00":"흐리고 비":"24":"28":"60"
"제주도":"서귀포":"A02":"2020-07-20 00:00":"구름많고 비":"25":"28":"60"
"제주도":"서귀포":"A02":"2020-07-20 12:00":"구름많고 비":"25":"28":"60"
"제주도":"서귀포":"A02":"2020-07-21 00:00":"흐림":"24":"28":"40"
"제주도":"서귀포":"A02":"2020-07-21 12:00":"흐림":"24":"28":"40"
"제주도":"서귀포":"A02":"2020-07-22 00:00":"흐림":"24":"28":"40"
"제주도":"서귀포":"A02":"2020-07-22 12:00":"구름많음":"24":"28":"30"
"제주도":"서귀포":"A02":"2020-07-23 00:00":"흐리고 비":"24":"28":"60"
"제주도":"서귀포":"A02":"2020-07-23 12:00":"흐리고 비":"24":"28":"60"
"제주도":"서귀포":"A01":"2020-07-24 00:00":"흐리고 비":"24":"28":"60"
"제주도":"서귀포":"A01":"2020-07-25 00:00":"흐리고 비":"24":"28":"60"
"제주도":"서귀포":"A01":"2020-07-26 00:00":"흐리고 비":"24":"28":"60"
